	0	0	0	7.656364	4.018511	-2.146296
	1	0	0	7.656364	4.018511	-2.024815
	2	0	0	7.869546	3.375106	-1.660370
	3	0	0	7.717273	4.110425	-2.571481
	4	0	0	7.747727	4.110425	-3.027037
	5	0	0	7.534546	3.957234	-2.146296
	6	0	0	7.839091	4.171702	-1.994444
	7	0	0	7.747727	3.405745	-1.994444
	8	0	0	7.839091	3.804043	-1.933704
	9	0	0	7.595454	4.049149	-2.662593
	10	0	0	7.808636	3.957234	-2.784074
	11	0	0	7.778182	3.620213	-2.055185
	12	0	0	7.778182	3.405745	-2.024815
	13	0	0	7.869546	4.018511	-2.662593
	14	0	0	7.808636	4.110425	-2.784074
	15	0	0	7.595454	4.171702	-2.723333
	16	0	0	7.778182	4.263617	-2.784074
	17	0	0	7.869546	4.294255	-2.115926
	18	0	0	7.504091	3.804043	-1.933704
	19	0	0	7.747727	4.324894	-3.239630
	20	0	0	7.534546	4.232979	-2.784074
	21	0	0	7.565000	4.110425	-2.935926
	22	0	0	7.717273	3.773404	-2.237407
	23	0	0	7.534546	4.263617	-2.541111
	24	0	0	7.808636	3.773404	-2.450000
	25	0	0	7.565000	3.987872	-1.933704
	26	0	0	7.900000	4.171702	-2.146296
	27	0	0	7.656364	4.263617	-2.814444
	28	0	0	7.625909	4.386170	-3.148519
	29	0	0	7.656364	4.355532	-2.935926
	30	0	0	7.900000	4.202340	-2.389259
	31	0	0	7.625909	4.110425	-1.964074
	32	0	0	7.686818	3.650851	-1.781852
	33	0	0	7.900000	4.018511	-2.875185
	34	0	0	7.717273	3.620213	-2.207037
	35	0	0	7.473636	4.018511	-2.480370
	36	0	0	7.900000	4.294255	-2.450000
	37	0	0	7.717273	4.263617	-2.450000
	38	0	0	7.443182	3.987872	-2.571481
	39	0	0	7.900000	4.049149	-2.510741
	40	0	0	7.473636	3.957234	-2.480370
	41	0	0	7.595454	4.232979	-2.753704
	42	0	0	7.869546	4.202340	-2.176667
	43	0	0	7.625909	3.926596	-2.662593
	44	0	0	7.839091	4.110425	-2.601852
	45	0	0	7.565000	3.926596	-1.933704
	46	0	0	7.839091	3.834681	-2.480370
	47	0	0	7.656364	4.049149	-2.450000
	48	0	0	7.869546	3.283192	-1.751481
	49	0	0	7.869546	3.221915	-1.872963
	50	0	0	7.717273	4.355532	-2.601852
	51	0	0	7.565000	4.110425	-2.814444
	52	0	0	7.839091	4.324894	-2.541111
	53	0	0	7.778182	4.355532	-3.057407
	54	0	0	7.595454	3.528298	-1.842593
	55	0	0	7.778182	4.110425	-2.571481
	56	0	0	7.595454	3.804043	-1.933704
	57	0	0	7.656364	3.957234	-2.541111
	58	0	0	7.778182	4.171702	-2.024815
	59	0	0	7.412727	4.202340	-2.784074
