35	 297	    2.70	    2.69
5	 437	    2.70	    2.70
23	 437	    2.70	    2.69
35	 437	    2.70	    2.69
39	 298	    2.70	    2.69
30	 438	    2.70	    2.69
12	 299	    2.70	    2.70
20	 299	    2.70	    2.69
23	 439	    2.70	    2.69
29	 439	    2.70	    2.69
38	 439	    2.70	    2.69
6	 440	    2.70	    2.69
7	 440	    2.70	    2.70
12	 440	    2.70	    2.70
20	 301	    2.70	    2.69
25	 301	    2.70	    2.69
8	 441	    2.70	    2.70
11	 441	    2.70	    2.70
20	 441	    2.70	    2.69
22	 441	    2.70	    2.69
31	 441	    2.70	    2.69
7	 302	    2.70	    2.70
24	 302	    2.70	    2.69
4	 442	    2.70	    2.70
34	 303	    2.70	    2.69
12	 443	    2.70	    2.70
13	 443	    2.70	    2.69
12	 304	    2.70	    2.70
14	 304	    2.70	    2.70
20	 304	    2.70	    2.69
7	 444	    2.70	    2.70
38	 444	    2.70	    2.69
32	 305	    2.70	    2.69
3	 445	    2.70	    2.69
13	 445	    2.70	    2.70
15	 445	    2.70	    2.69
18	 445	    2.70	    2.70
25	 445	    2.70	    2.69
22	 306	    2.70	    2.69
30	 306	    2.70	    2.69
22	 446	    2.70	    2.69
34	 446	    2.70	    2.69
1	 307	    2.70	    2.70
3	 307	    2.70	    2.70
27	 307	    2.70	    2.69
28	 447	    2.70	    2.69
1	 308	    2.70	    2.70
13	 308	    2.70	    2.70
18	 308	    2.70	    2.70
26	 308	    2.70	    2.69
33	 308	    2.70	    2.69
1	 448	    2.70	    2.70
12	 309	    2.70	    2.70
15	 309	    2.70	    2.69
17	 309	    2.70	    2.70
23	 309	    2.70	    2.69
2	 449	    2.70	    2.70
23	 449	    2.70	    2.69
21	 310	    2.70	    2.69
36	 310	    2.70	    2.69
35	 450	    2.70	    2.69
26	 311	    2.70	    2.69
30	 451	    2.70	    2.69
39	 451	    2.70	    2.69
7	 312	    2.70	    2.70
35	 312	    2.70	    2.69
36	 312	    2.70	    2.69
35	 452	    2.70	    2.69
24	 313	    2.70	    2.69
25	 313	    2.70	    2.69
8	 453	    2.70	    2.69
9	 453	    2.70	    2.70
11	 453	    2.70	    2.70
15	 453	    2.70	    2.69
30	 453	    2.70	    2.69
2	 314	    2.70	    2.70
3	 314	    2.70	    2.70
5	 314	    2.70	    2.70
6	 314	    2.70	    2.69
11	 314	    2.70	    2.70
36	 314	    2.70	    2.69
12	 454	    2.70	    2.70
39	 454	    2.70	    2.69
0	 315	    2.70	    2.70
10	 315	    2.70	    2.70
12	 315	    2.70	    2.70
33	 315	    2.70	    2.69
1	 455	    2.70	    2.70
16	 455	    2.70	    2.70
9	 316	    2.70	    2.69
21	 316	    2.70	    2.69
15	 456	    2.70	    2.69
17	 456	    2.70	    2.70
20	 456	    2.70	    2.69
25	 456	    2.70	    2.69
26	 456	    2.70	    2.69
8	 317	    2.70	    2.70
24	 317	    2.70	    2.69
35	 317	    2.70	    2.69
1	 457	    2.70	    2.70
21	 458	    2.70	    2.69
22	 458	    2.70	    2.69
24	 458	    2.70	    2.69
28	 458	    2.70	    2.69
30	 458	    2.70	    2.69
33	 458	    2.70	    2.69
6	 319	    2.70	    2.70
38	 319	    2.70	    2.69
4	 459	    2.70	    2.70
11	 459	    2.70	    2.70
16	 459	    2.70	    2.70
21	 460	    2.70	    2.69
37	 460	    2.70	    2.69
6	 321	    2.70	    2.70
0	 461	    2.70	    2.70
12	 461	    2.70	    2.70
17	 461	    2.70	    2.70
19	 461	    2.70	    2.69
8	 322	    2.70	    2.70
14	 322	    2.70	    2.70
22	 322	    2.70	    2.69
0	 462	    2.70	    2.70
20	 462	    2.70	    2.69
25	 462	    2.70	    2.69
31	 462	    2.70	    2.69
9	 323	    2.70	    2.69
26	 323	    2.70	    2.69
33	 323	    2.70	    2.69
23	 463	    2.70	    2.69
9	 324	    2.70	    2.69
11	 324	    2.70	    2.70
12	 324	    2.70	    2.70
13	 324	    2.70	    2.70
25	 324	    2.70	    2.69
38	 324	    2.70	    2.69
3	 464	    2.70	    2.70
28	 464	    2.70	    2.69
2	 325	    2.70	    2.70
24	 325	    2.70	    2.69
2	 465	    2.70	    2.70
10	 326	    2.70	    2.70
22	 326	    2.70	    2.69
0	 466	    2.70	    2.70
17	 466	    2.70	    2.70
19	 466	    2.70	    2.70
31	 466	    2.70	    2.69
37	 466	    2.70	    2.69
19	 327	    2.70	    2.70
1	 467	    2.70	    2.70
10	 467	    2.70	    2.70
16	 467	    2.70	    2.70
2	 328	    2.70	    2.70
19	 328	    2.70	    2.70
8	 468	    2.70	    2.70
0	 329	    2.70	    2.70
7	 329	    2.70	    2.70
31	 329	    2.70	    2.69
12	 469	    2.70	    2.70
32	 469	    2.70	    2.69
33	 469	    2.70	    2.69
0	 470	    2.70	    2.70
2	 470	    2.70	    2.70
23	 470	    2.70	    2.69
24	 470	    2.70	    2.69
29	 470	    2.70	    2.69
36	 470	    2.70	    2.69
5	 331	    2.70	    2.70
10	 331	    2.70	    2.70
19	 331	    2.70	    2.70
12	 471	    2.70	    2.70
39	 471	    2.70	    2.69
5	 332	    2.70	    2.70
14	 332	    2.70	    2.70
18	 332	    2.70	    2.70
37	 332	    2.70	    2.69
9	 472	    2.70	    2.69
37	 472	    2.70	    2.69
10	 333	    2.70	    2.70
31	 333	    2.70	    2.69
4	 473	    2.70	    2.70
31	 473	    2.70	    2.69
6	 334	    2.70	    2.70
18	 334	    2.70	    2.70
11	 474	    2.70	    2.70
27	 474	    2.70	    2.69
19	 335	    2.70	    2.70
10	 475	    2.70	    2.70
11	 475	    2.70	    2.70
18	 475	    2.70	    2.70
24	 336	    2.70	    2.69
37	 336	    2.70	    2.69
21	 476	    2.70	    2.69
15	 337	    2.70	    2.69
18	 477	    2.70	    2.70
26	 477	    2.70	    2.69
13	 338	    2.70	    2.70
14	 338	    2.70	    2.70
34	 338	    2.70	    2.69
4	 339	    2.70	    2.70
15	 339	    2.70	    2.69
16	 339	    2.70	    2.70
39	 339	    2.70	    2.69
18	 479	    2.70	    2.70
28	 479	    2.70	    2.69
38	 479	    2.70	    2.69
2	 340	    2.70	    2.70
10	 340	    2.70	    2.70
21	 340	    2.70	    2.69
28	 340	    2.70	    2.69
32	 340	    2.70	    2.69
35	 340	    2.70	    2.69
3	 480	    2.70	    2.69
6	 480	    2.70	    2.69
26	 480	    2.70	    2.69
37	 480	    2.70	    2.69
30	 341	    2.70	    2.69
13	 481	    2.70	    2.69
34	 481	    2.70	    2.69
4	 342	    2.70	    2.70
10	 342	    2.70	    2.70
17	 342	    2.70	    2.70
32	 342	    2.70	    2.69
9	 482	    2.70	    2.69
14	 482	    2.70	    2.70
16	 482	    2.70	    2.70
25	 482	    2.70	    2.69
7	 343	    2.70	    2.70
30	 343	    2.70	    2.69
17	 483	    2.70	    2.70
13	 344	    2.70	    2.70
13	 484	    2.70	    2.69
24	 484	    2.70	    2.69
26	 484	    2.70	    2.69
30	 484	    2.70	    2.69
1	 345	    2.70	    2.70
6	 345	    2.70	    2.70
9	 345	    2.70	    2.69
11	 345	    2.70	    2.70
0	 485	    2.70	    2.70
17	 485	    2.70	    2.70
28	 485	    2.70	    2.69
35	 485	    2.70	    2.69
18	 346	    2.70	    2.70
20	 346	    2.70	    2.69
10	 486	    2.70	    2.70
4	 347	    2.70	    2.70
5	 347	    2.70	    2.70
16	 347	    2.70	    2.70
18	 347	    2.70	    2.70
20	 487	    2.70	    2.69
8	 348	    2.70	    2.70
10	 348	    2.70	    2.70
17	 488	    2.70	    2.70
20	 488	    2.70	    2.69
34	 488	    2.70	    2.69
2	 349	    2.70	    2.70
22	 349	    2.70	    2.69
16	 489	    2.70	    2.70
31	 489	    2.70	    2.69
38	 489	    2.70	    2.69
8	 350	    2.70	    2.70
20	 350	    2.70	    2.69
38	 350	    2.70	    2.69
3	 490	    2.70	    2.69
1	 351	    2.70	    2.70
2	 351	    2.70	    2.70
9	 351	    2.70	    2.69
27	 351	    2.70	    2.69
7	 491	    2.70	    2.70
25	 491	    2.70	    2.69
27	 491	    2.70	    2.69
4	 352	    2.70	    2.70
16	 352	    2.70	    2.70
36	 352	    2.70	    2.69
7	 492	    2.70	    2.70
8	 492	    2.70	    2.70
19	 492	    2.70	    2.70
24	 492	    2.70	    2.69
0	 353	    2.70	    2.70
3	 353	    2.70	    2.70
14	 493	    2.70	    2.70
18	 493	    2.70	    2.70
26	 493	    2.70	    2.69
23	 354	    2.70	    2.69
13	 494	    2.70	    2.70
33	 494	    2.70	    2.69
30	 355	    2.70	    2.69
34	 355	    2.70	    2.69
28	 356	    2.70	    2.69
30	 356	    2.70	    2.69
32	 356	    2.70	    2.69
34	 356	    2.70	    2.69
12	 496	    2.70	    2.70
33	 496	    2.70	    2.69
10	 357	    2.70	    2.70
36	 357	    2.70	    2.69
2	 497	    2.70	    2.70
26	 497	    2.70	    2.69
31	 497	    2.70	    2.69
32	 497	    2.70	    2.69
12	 358	    2.70	    2.70
17	 358	    2.70	    2.70
21	 358	    2.70	    2.69
26	 358	    2.70	    2.69
33	 358	    2.70	    2.69
3	 498	    2.70	    2.70
13	 498	    2.70	    2.70
23	 498	    2.70	    2.69
1	 359	    2.70	    2.70
6	 359	    2.70	    2.69
9	 499	    2.70	    2.69
0	 360	    2.70	    2.70
1	 360	    2.70	    2.70
24	 360	    2.70	    2.69
26	 360	    2.70	    2.69
0	 361	    2.70	    2.70
27	 361	    2.70	    2.69
37	 361	    2.70	    2.69
0	 363	    2.70	    2.70
22	 363	    2.70	    2.69
23	 363	    2.70	    2.69
28	 363	    2.70	    2.69
39	 363	    2.70	    2.69
31	 364	    2.70	    2.69
34	 365	    2.70	    2.69
3	 366	    2.70	    2.70
13	 366	    2.70	    2.70
14	 366	    2.70	    2.70
28	 366	    2.70	    2.69
9	 367	    2.70	    2.70
13	 367	    2.70	    2.70
22	 367	    2.70	    2.69
36	 367	    2.70	    2.69
38	 367	    2.70	    2.69
7	 368	    2.70	    2.70
23	 368	    2.70	    2.69
29	 368	    2.70	    2.69
5	 369	    2.70	    2.70
15	 369	    2.70	    2.69
12	 370	    2.70	    2.70
16	 370	    2.70	    2.70
27	 370	    2.70	    2.69
7	 371	    2.70	    2.70
21	 371	    2.70	    2.69
25	 371	    2.70	    2.69
39	 371	    2.70	    2.69
16	 372	    2.70	    2.70
19	 372	    2.70	    2.70
26	 372	    2.70	    2.69
29	 372	    2.70	    2.69
17	 373	    2.70	    2.70
32	 373	    2.70	    2.69
17	 374	    2.70	    2.70
18	 374	    2.70	    2.70
0	 376	    2.70	    2.70
28	 376	    2.70	    2.69
37	 376	    2.70	    2.69
3	 377	    2.70	    2.70
23	 377	    2.70	    2.69
29	 377	    2.70	    2.69
5	 378	    2.70	    2.70
30	 378	    2.70	    2.69
15	 379	    2.70	    2.69
22	 379	    2.70	    2.69
29	 379	    2.70	    2.69
5	 380	    2.70	    2.69
32	 380	    2.70	    2.69
0	 381	    2.70	    2.70
21	 381	    2.70	    2.69
24	 381	    2.70	    2.69
2	 382	    2.70	    2.70
15	 383	    2.70	    2.69
26	 383	    2.70	    2.69
36	 383	    2.70	    2.69
10	 384	    2.70	    2.70
0	 385	    2.70	    2.70
10	 385	    2.70	    2.70
25	 385	    2.70	    2.69
32	 385	    2.70	    2.69
14	 386	    2.70	    2.70
33	 386	    2.70	    2.69
39	 386	    2.70	    2.69
6	 387	    2.70	    2.70
19	 387	    2.70	    2.69
5	 388	    2.70	    2.70
6	 388	    2.70	    2.69
25	 388	    2.70	    2.69
27	 388	    2.70	    2.69
38	 388	    2.70	    2.69
9	 389	    2.70	    2.69
15	 389	    2.70	    2.70
35	 389	    2.70	    2.69
36	 389	    2.70	    2.69
8	 390	    2.70	    2.70
32	 390	    2.70	    2.69
36	 390	    2.70	    2.69
37	 390	    2.70	    2.69
6	 391	    2.70	    2.69
20	 391	    2.70	    2.69
21	 391	    2.70	    2.69
32	 392	    2.70	    2.69
35	 392	    2.70	    2.69
39	 392	    2.70	    2.69
24	 393	    2.70	    2.69
1	 394	    2.70	    2.70
4	 394	    2.70	    2.70
20	 394	    2.70	    2.69
7	 396	    2.70	    2.70
9	 396	    2.70	    2.69
14	 396	    2.70	    2.70
14	 397	    2.70	    2.70
24	 397	    2.70	    2.69
31	 398	    2.70	    2.69
35	 398	    2.70	    2.69
5	 399	    2.70	    2.70
19	 399	    2.70	    2.69
22	 399	    2.70	    2.69
33	 399	    2.70	    2.69
39	 399	    2.70	    2.69
24	 260	    2.70	    2.69
36	 260	    2.70	    2.69
37	 260	    2.70	    2.69
14	 400	    2.70	    2.70
17	 400	    2.70	    2.70
22	 400	    2.70	    2.69
29	 400	    2.70	    2.69
14	 261	    2.70	    2.70
35	 261	    2.70	    2.69
1	 401	    2.70	    2.70
28	 401	    2.70	    2.69
7	 262	    2.70	    2.70
33	 262	    2.70	    2.69
28	 402	    2.70	    2.69
32	 402	    2.70	    2.69
19	 263	    2.70	    2.70
1	 403	    2.70	    2.70
3	 403	    2.70	    2.70
6	 403	    2.70	    2.70
2	 264	    2.70	    2.70
17	 264	    2.70	    2.70
39	 264	    2.70	    2.69
33	 404	    2.70	    2.69
2	 265	    2.70	    2.70
25	 265	    2.70	    2.69
27	 265	    2.70	    2.69
28	 265	    2.70	    2.69
33	 265	    2.70	    2.69
0	 405	    2.70	    2.70
34	 405	    2.70	    2.69
9	 266	    2.70	    2.69
23	 266	    2.70	    2.69
29	 266	    2.70	    2.69
38	 266	    2.70	    2.69
8	 406	    2.70	    2.70
9	 406	    2.70	    2.69
12	 406	    2.70	    2.70
15	 406	    2.70	    2.69
4	 267	    2.70	    2.70
13	 407	    2.70	    2.69
22	 407	    2.70	    2.69
25	 268	    2.70	    2.69
5	 408	    2.70	    2.69
18	 408	    2.70	    2.70
23	 408	    2.70	    2.69
25	 408	    2.70	    2.69
29	 408	    2.70	    2.69
3	 269	    2.70	    2.70
1	 409	    2.70	    2.70
10	 409	    2.70	    2.70
16	 409	    2.70	    2.70
30	 409	    2.70	    2.69
15	 270	    2.70	    2.69
24	 270	    2.70	    2.69
27	 270	    2.70	    2.69
30	 270	    2.70	    2.69
36	 270	    2.70	    2.69
19	 271	    2.70	    2.70
21	 271	    2.70	    2.69
29	 271	    2.70	    2.69
2	 412	    2.70	    2.70
8	 412	    2.70	    2.70
22	 412	    2.70	    2.69
24	 412	    2.70	    2.69
27	 412	    2.70	    2.69
29	 413	    2.70	    2.69
3	 274	    2.70	    2.70
8	 274	    2.70	    2.70
18	 274	    2.70	    2.70
35	 274	    2.70	    2.69
21	 414	    2.70	    2.69
22	 414	    2.70	    2.69
34	 414	    2.70	    2.69
6	 275	    2.70	    2.70
21	 275	    2.70	    2.69
38	 275	    2.70	    2.69
2	 415	    2.70	    2.70
16	 415	    2.70	    2.70
17	 276	    2.70	    2.70
4	 416	    2.70	    2.70
5	 416	    2.70	    2.70
6	 416	    2.70	    2.70
11	 416	    2.70	    2.70
36	 416	    2.70	    2.69
4	 277	    2.70	    2.70
11	 277	    2.70	    2.70
17	 277	    2.70	    2.70
27	 277	    2.70	    2.69
37	 277	    2.70	    2.69
19	 417	    2.70	    2.70
30	 278	    2.70	    2.69
31	 278	    2.70	    2.69
34	 278	    2.70	    2.69
35	 278	    2.70	    2.69
27	 418	    2.70	    2.69
31	 418	    2.70	    2.69
32	 418	    2.70	    2.69
39	 418	    2.70	    2.69
1	 279	    2.70	    2.70
